ID_Cliente,Target_Risco
122889,0.0
123769,0.0
111944,1.0
110585,0.0
110554,2.0
106924,0.0
109988,1.0
124111,0.0
104345,0.0
109466,1.0
118016,0.0
104015,0.0
109268,0.0
103627,0.0
107323,0.0
107591,0.0
101763,0.0
121717,1.0
109336,0.0
122217,0.0
107289,0.0
123174,0.0
121472,0.0
118212,0.0
118026,0.0
102436,3.0
117851,2.0
114489,0.0
110317,0.0
118920,0.0
102504,0.0
113278,1.0
100420,0.0
120524,0.0
121101,0.0
111101,0.0
105902,0.0
116116,0.0
117775,2.0
119547,1.0
107033,0.0
111245,1.0
112795,0.0
110211,0.0
118994,0.0
119856,1.0
116606,0.0
103206,0.0
116103,0.0
122812,0.0
121954,0.0
104673,0.0
104406,0.0
118671,0.0
104215,0.0
112190,0.0
106951,1.0
112532,0.0
106091,0.0
110504,0.0
102023,3.0
115052,1.0
103192,0.0
108296,2.0
122651,1.0
109472,0.0
109475,0.0
122250,0.0
102601,0.0
124608,1.0
118808,0.0
100772,1.0
115632,2.0
111631,2.0
108322,0.0
124300,0.0
117924,1.0
108729,0.0
114659,0.0
102276,0.0
102788,1.0
109121,1.0
112538,0.0
115627,0.0
122159,0.0
100914,0.0
111926,0.0
107011,2.0
122818,0.0
110239,0.0
123106,1.0
105830,0.0
101296,1.0
100239,2.0
116883,1.0
123260,0.0
120577,2.0
123997,0.0
100047,0.0
112259,1.0
118851,2.0
109321,1.0
124169,0.0
104767,0.0
122848,0.0
108168,1.0
108562,0.0
114974,1.0
102954,0.0
112042,0.0
113008,0.0
122315,0.0
113448,0.0
121889,0.0
119290,0.0
101585,0.0
120485,0.0
105944,1.0
109614,0.0
114082,0.0
117250,0.0
103601,0.0
106160,0.0
101853,0.0
103087,2.0
102722,0.0
117426,0.0
122271,3.0
120407,0.0
107866,0.0
103171,0.0
121505,0.0
103856,0.0
104705,0.0
107975,1.0
110411,0.0
101320,0.0
122970,2.0
106397,0.0
104994,0.0
113040,1.0
116224,2.0
123747,1.0
105212,0.0
121961,0.0
104320,3.0
114407,0.0
111644,1.0
121695,1.0
107720,0.0
112723,0.0
100901,2.0
101917,0.0
117270,0.0
114143,0.0
100638,0.0
116849,0.0
110408,0.0
112453,0.0
107230,0.0
101361,1.0
115130,0.0
122885,0.0
118457,0.0
109183,0.0
118770,0.0
104139,0.0
121451,0.0
102225,0.0
111344,0.0
106439,2.0
122168,0.0
118973,2.0
113202,0.0
105713,0.0
111282,0.0
114828,0.0
111801,0.0
100209,1.0
122618,1.0
119270,1.0
112255,0.0
117374,3.0
104726,2.0
119521,0.0
124107,0.0
107880,1.0
123943,0.0
114434,0.0
108904,0.0
104062,2.0
111636,0.0
109083,2.0
119190,2.0
124936,1.0
108210,0.0
114430,0.0
107619,0.0
100176,2.0
100137,0.0
104622,0.0
100723,0.0
106981,1.0
109290,0.0
124200,3.0
104121,0.0
103684,0.0
121820,0.0
112083,1.0
120378,0.0
105764,0.0
118224,0.0
123804,2.0
114242,0.0
120556,0.0
117650,0.0
112786,1.0
116938,1.0
118375,1.0
118787,0.0
112596,1.0
112140,1.0
103439,0.0
100790,0.0
112730,0.0
101106,1.0
112915,2.0
104434,0.0
105093,2.0
107031,0.0
121587,0.0
108121,0.0
119723,2.0
123115,3.0
105737,0.0
105038,0.0
108106,1.0
116943,0.0
122565,0.0
111317,0.0
115557,2.0
100993,2.0
122143,0.0
116564,0.0
102081,0.0
107887,2.0
100998,0.0
111805,2.0
123474,0.0
108550,0.0
124441,0.0
120651,1.0
123271,0.0
109067,0.0
111117,2.0
111138,0.0
122387,0.0
110320,1.0
102109,0.0
114425,0.0
109721,1.0
124796,0.0
103330,0.0
116313,0.0
115246,0.0
110917,0.0
100357,2.0
103883,1.0
104782,1.0
111904,1.0
100691,0.0
121577,0.0
100190,0.0
111458,0.0
121350,0.0
111328,0.0
115441,0.0
119126,1.0
113131,0.0
101994,0.0
103798,0.0
124029,0.0
116186,2.0
121254,2.0
121635,2.0
108029,0.0
116100,0.0
105446,1.0
107612,1.0
109360,1.0
120721,1.0
111692,0.0
105401,0.0
106261,0.0
109539,0.0
107994,0.0
106786,2.0
123124,2.0
121265,0.0
114998,0.0
117157,0.0
105215,0.0
121469,0.0
107941,0.0
119147,1.0
110797,0.0
122898,0.0
111209,0.0
115091,0.0
109362,0.0
119829,1.0
111822,1.0
117785,0.0
120868,0.0
108662,2.0
101957,1.0
124068,1.0
121989,2.0
107833,0.0
112464,0.0
118838,0.0
101040,0.0
102464,0.0
113151,0.0
119662,0.0
118764,0.0
108000,0.0
113924,0.0
123090,0.0
113014,2.0
122209,0.0
106794,0.0
114943,0.0
120542,0.0
107379,0.0
109536,1.0
107624,1.0
110197,0.0
119778,0.0
123542,0.0
103068,0.0
109872,0.0
102998,0.0
101588,1.0
103168,0.0
116762,0.0
113067,0.0
118664,1.0
107560,3.0
100524,0.0
104921,0.0
102624,1.0
103650,0.0
103538,0.0
119313,0.0
116337,1.0
100766,3.0
103475,0.0
105076,0.0
115309,0.0
107015,0.0
103513,1.0
102001,0.0
123875,0.0
102826,0.0
103162,1.0
102396,1.0
104729,0.0
110629,2.0
122606,0.0
122846,0.0
103739,0.0
120771,0.0
102088,0.0
120046,0.0
109262,0.0
102303,0.0
103927,0.0
119532,0.0
124908,0.0
119697,0.0
107908,0.0
113814,0.0
120663,0.0
111429,0.0
123499,0.0
114722,2.0
109335,0.0
114225,0.0
113510,1.0
118565,0.0
102411,1.0
116143,0.0
109200,0.0
110617,0.0
102289,2.0
103980,0.0
103459,0.0
116457,0.0
110813,0.0
103349,3.0
112646,0.0
103318,0.0
107728,0.0
106589,1.0
105386,1.0
112133,1.0
101081,0.0
104531,0.0
117616,0.0
101033,0.0
101022,0.0
103860,0.0
116026,0.0
110906,0.0
102551,2.0
112640,1.0
118765,0.0
113909,0.0
122831,0.0
115322,1.0
102708,0.0
113503,0.0
109675,0.0
104312,1.0
100429,0.0
110827,0.0
107554,0.0
119888,0.0
107848,1.0
107422,0.0
113698,0.0
106553,1.0
119763,0.0
110587,1.0
114043,1.0
120662,2.0
122542,2.0
106588,2.0
103943,2.0
116825,1.0
103803,0.0
122578,0.0
111984,0.0
103888,0.0
117668,0.0
101612,0.0
106426,2.0
116965,0.0
103960,0.0
109135,0.0
116388,0.0
112820,1.0
101638,3.0
110545,1.0
112644,0.0
120623,0.0
101395,0.0
110769,0.0
116723,2.0
100257,0.0
123658,0.0
108916,0.0
117735,1.0
108877,1.0
108842,0.0
101373,0.0
122129,0.0
110280,0.0
115175,0.0
115333,0.0
105561,0.0
122320,0.0
107001,2.0
111397,0.0
115295,0.0
116067,1.0
113562,0.0
113056,1.0
123436,2.0
107434,0.0
109258,0.0
106372,1.0
116109,0.0
114578,1.0
124508,0.0
106790,0.0
102565,2.0
118636,2.0
105310,3.0
123332,1.0
100215,0.0
111478,0.0
110556,0.0
121751,3.0
111655,0.0
104400,0.0
110523,1.0
117824,1.0
112683,2.0
105200,2.0
123322,1.0
106702,0.0
117059,0.0
108140,0.0
101644,0.0
121670,1.0
119537,2.0
104384,1.0
108500,1.0
121637,0.0
124348,0.0
109435,0.0
108449,2.0
122122,0.0
109406,0.0
110212,0.0
107665,0.0
121430,0.0
105411,0.0
123510,1.0
122430,0.0
108647,0.0
115845,0.0
121502,0.0
119160,0.0
111051,2.0
104576,3.0
108736,0.0
101742,0.0
111998,0.0
103507,0.0
120425,2.0
106933,0.0
119703,1.0
103428,0.0
115991,0.0
103085,1.0
100063,1.0
103930,1.0
113843,1.0
109031,0.0
115810,0.0
104447,0.0
112470,0.0
102066,0.0
113944,0.0
101339,1.0
117496,0.0
115249,1.0
120539,0.0
122847,0.0
101231,0.0
111807,0.0
115364,2.0
106381,0.0
116395,2.0
102228,0.0
121901,0.0
119001,2.0
106654,0.0
103067,0.0
109396,0.0
101259,1.0
117872,1.0
124965,0.0
103520,0.0
108356,0.0
122000,0.0
100777,2.0
120112,0.0
105320,2.0
120221,0.0
110509,3.0
109368,0.0
113123,1.0
114619,0.0
115847,0.0
107383,0.0
102415,1.0
108174,0.0
119837,0.0
109223,0.0
104061,2.0
112248,1.0
114548,0.0
117129,0.0
115068,1.0
101971,1.0
108914,0.0
114351,0.0
101177,0.0
121749,0.0
106257,1.0
105664,3.0
100654,0.0
111349,0.0
108632,1.0
107747,0.0
119499,0.0
110158,2.0
100989,3.0
107874,0.0
101500,0.0
112866,0.0
108498,1.0
112582,2.0
116658,0.0
118065,0.0
120388,0.0
100694,0.0
100091,0.0
117609,0.0
111855,2.0
102203,1.0
106520,0.0
116959,0.0
114940,0.0
115094,0.0
100612,3.0
116569,1.0
109778,0.0
118846,1.0
101822,0.0
110099,0.0
124028,2.0
112370,0.0
104332,2.0
120080,0.0
116347,0.0
103512,0.0
110584,0.0
106416,2.0
113629,0.0
113345,0.0
